"","E250098172_L01_ZHW-C1","E250098172_L01_ZHW-C2","E250098172_L01_ZHW-C3","E250098172_L01_ZHW-K1","E250098172_L01_ZHW-K2","E250098172_L01_ZHW-K3"
"TOMM22",955,725,791,594,530,649
"TOMM34",1806,1329,1497,963,1082,1284
"TOMM40",3575.98,2276,2429.97,1804.98,1799.98,2119.95
"TOMM40L",449,323,290,215,226,262
"TOMM5",834.55,672.88,703.64,562,610.39,653.29
"TOMM6",1850.66,1397.95,1584.22,994.48,1099.22,1236.97
"TOMM7",2255,1670,1865,1505,1404,1601
"TOMM70",2068,1683,1889,1194,1133,1478
"TOMT",5.42,0,5.07,2.63,0,2.79
"TONSL",3072,1888,2085,1431,1216,1661
"TOP1",1452,1151.96,1354,820,836,998
"TOP1MT",691,533,594,509,496,699
"TOP2A",6094,5478,6665,4006,4029,5019
"TOP2B",1689,1452,1754,1340,1491,1729
"TOP3A",1783.25,1364.7,1362.73,990.7,924.44,1273.07
"TOP3B",619.73,408.38,408.28,370.49,337.91,418.97
"TOP6BL",226.58,162.21,232.48,139.66,131.07,171.34
"TOPBP1",3178,2787,3388.53,2355,2403,3067
"TOPORS",449.29,376.84,449.25,313,315.9,369.7
"TOR1A",1519,1188,1381,699,772,964
"TOR1AIP1",1601.66,1314,1578.26,861.56,835,1082.11
"TOR1AIP2",2173.05,1893.12,2167.18,1076.13,1041,1358.07
"TOR1B",1614.15,1067.42,1109.37,512.54,530.69,640.62
"TOR2A",744,524,492,737,658,760
"TOR3A",1284,925,1033,669,634,724
"TOR4A",3134,1890,1746,1035,922,1229
"TOX",57,75,76,91,73,108
"TOX2",262,158,187,104,103,133
"TOX3",268,222,321,231,199,251
"TOX4",1205.24,964.68,1108.27,718.66,736.84,845.16
"TP53",1134.82,1195.12,1255.8,1059.69,973.98,1153.69
"TP53AIP1",3,5,6,1,1,1
"TP53BP1",1889.31,1734.15,1936.87,1172.95,1130.77,1567.19
"TP53BP2",1538,1327,1568,830,871,1028
"TP53I13",1055,684,803,604,533,653
"TP53I3",570,366,416,318,316,379
"TP53INP1",2,2,3,0,2,2.01
"TP53INP2",464,494,515,242,205,254
"TP53RK",283,205,197,209,205,239
"TP53TG5",14.51,15.1,12.13,7.52,5.65,8.5
"TP63",32,31,27,4,8,7
"TP73",13,13,16,16,16,19
"TPBG",1275,543,677,436,423,536
"TPBGL",3,4,4,1,1,1
"TPCN1",1297,892,1066,793,710,992
"TPCN2",600.94,373.72,392.01,323.01,293.09,402
"TPD52",1823.14,1748.6,2071.4,1612.44,1790.13,2068.56
"TPD52L1",13,16,23,17,21,17
"TPD52L2",4229.21,2937.19,3289.07,2877.84,2871.77,3339.83
"TPGS1",240.98,144.54,152,64.43,59,65.94
"TPGS2",2100,1757,2087,1492,1519,1819
"TPI1",28795.85,20942.33,23063.28,11735.42,11247.46,13279.12
"TPK1",158,105,108,93,87,93
"TPM1",2284.86,2107.15,2268.54,1341.86,1387.66,1544.43
"TPM2",4658,3208,3554,2530,2409,2956
"TPM3",10898.44,8065.97,9450.51,4158.98,4515.34,5174.49
"TPM4",10209.52,8229.26,9330.92,5659.83,5855.01,7349.16
"TPMT",596,554,613,342,397,427
"TPO",24,25,21,12,17,21
"TPP1",2620.18,2127.99,2525.35,1719.13,1616.16,2161.84
"TPP2",1093,925,1080,779,752,1021
"TPPP",419,295,314,157,149,193
"TPR",3341,2645,3307.99,2122.99,2107.99,2742.98
"TPRA1",1984,1375.93,1530,1209,1179,1405
"TPRG1",1,3,2,1,3,2
"TPRG1L",760,628,632,385,397,477
"TPRKB",431,379,446,282,304,332
"TPRN",1754,1190,1350,900,779,993
"TPSG1",5.68,2,0,0,1,1
"TPST1",215.5,156.86,177,119,133.85,174.62
"TPST2",180.7,115.86,121.34,127,151.1,169
"TPT1",16915.69,14579.68,17066.15,20128.77,20240.22,23308.33
"TPTEP2-CSNK1E",18.53,38.22,41.43,0,6.99,0
"TPX2",2922,2552,3207,1762,1952,2209
"TRA2A",1174.2,963.45,1144.51,727.95,758.61,930.88
"TRA2B",3060,2612,2976,1913,1904,2350
"TRABD",2468.69,1636.86,1809.08,886.91,785.85,995.43
"TRABD2A",662,548,705,508,468,546
"TRABD2B",475.17,432,524.99,283,246.76,316.53
"TRADD",594.96,383.29,344.86,283.91,247.36,345.57
"TRAF1",21,9,11,5,3,8
"TRAF2",2609,1928,2047,1667,1346,1889
"TRAF3",737,557,590,582,453,635
"TRAF3IP1",266,247,302,187,172,266
"TRAF3IP2",544,465,536,249,270,331
"TRAF4",1706,1309,1462,952,894,969
"TRAF5",446,359,440,360,349,451
"TRAF6",263,222,221,211,215,238
"TRAF7",5276.47,3894.8,4361.7,3406.94,3264.58,4258.54
"TRAFD1",1517,1357,1552,857,772,990
"TRAIP",339,206,255,204,167,196
"TRAK1",730,537,624,447,414,531
"TRAK2",590,551,569,405,401,545
"TRAM1",2233,1912,2377.99,1681.99,1769,2095.02
"TRAM2",2188,1765,1960,1731,1596,2065
"TRANK1",189,182,215,96,98,137
"TRAP1",5704.18,4210.18,4534.24,3656.94,3508.1,4345.33
"TRAPPC1",1213,958,964,596,629,697
"TRAPPC10",1029.28,793.1,895.33,791.33,694.09,912.64
"TRAPPC11",294,263,261,155,194,227
"TRAPPC12",613,401,486,381,345,445
"TRAPPC13",201.42,203.62,240.65,162.87,162,178.78
"TRAPPC14",481,349,292,213,196,236
"TRAPPC2",258.28,237.94,212.67,179.34,155.11,139.95
"TRAPPC2B",149.42,120.31,112.71,71.62,50.64,75.9
"TRAPPC2L",742,512,546,422,435,464
"TRAPPC3",1143,790,901,632,613,815
"TRAPPC4",783.87,609.63,646.81,414.12,392.14,462.99
"TRAPPC5",921,520,614,354,328,400
"TRAPPC6A",115,103,104,77,73,93
"TRAPPC6B",321.37,239,245.81,165,202,269.44
"TRAPPC8",509.63,409.9,435.86,348.21,353.21,458
"TRAPPC9",347,301.98,340.95,313,313,357
"TRARG1",90,63,34,30,21,36
"TRDMT1",89,57,59,55,41,41
"TREM1",6,0,1,1,1,2
"TRERF1",665,503,548,322,346,447
"TREX1",989.41,668.4,694.74,544.16,542.61,647.16
"TREX2",80.75,37.57,43.41,54.3,52.67,49.26
"TRIAP1",539,382,455,284,298,391
"TRIB1",256,197,385,216,204,251
"TRIB2",7,4,3,38,21,31
"TRIB3",1426,740,872.69,345,361,452
"TRIM10",12,6,7,0,4,5
"TRIM11",1161,804,858,576,510,647
"TRIM13",272.14,189.59,182.59,176.5,179.5,224.85
"TRIM14",1034.54,829.06,870.2,592.58,596.53,775.45
"TRIM15",6,11,10,4,3,7
"TRIM16",2592.66,2177.23,2306.35,2143.72,1855.51,2400.76
"TRIM17",62.4,59.02,15.36,17.82,15,12.49
"TRIM2",477.85,411.53,399.54,90.06,118.44,147.91
"TRIM21",206,161,177,141,130,174
"TRIM23",187,173,147,109,85,144
"TRIM24",1325,1121,1347,872,867,1118
"TRIM25",2866,2172.58,2274.4,1291,1202,1523
"TRIM26",1686,1269,1492,1091,1007,1258
"TRIM27",2506,1749,1852,1336,1310,1598
"TRIM28",7030,4733,5211,4272,3861,4765
"TRIM29",7581,6973,7910,4537,4349,5615
"TRIM3",408,317,295,230,201,273
"TRIM31",8,7.27,14,1,0,1
"TRIM32",729,560,568,391,372,471
"TRIM33",1063,786,988,661,607,810
"TRIM34",26,23,20.55,7,2,8
"TRIM35",501,319,359,249,228,294
"TRIM36",185,141,159,86,101,100
"TRIM37",1146.28,1020.34,1160.53,766.35,764.16,952.34
"TRIM38",533,458,440,250,242,307
"TRIM39",332.99,255.03,245.7,216.97,218.25,289.87
"TRIM4",328,250,306,224,197,252
"TRIM41",1308.87,915.86,971.88,769.92,591.5,766.68
"TRIM44",2922,2455,2658,1865,1769,2303
"TRIM45",425,331,346,254,191,282
"TRIM46",24,21,20,12,12,11
"TRIM47",1670,1074.88,1178.96,1013.66,878.59,1115.66
"TRIM5",510.74,404.85,378.85,283.96,227,273
"TRIM52",354.46,301.38,232.88,194.17,185.34,243.26
"TRIM54",166.96,116.52,99.69,61.09,68.87,62.56
"TRIM56",3288.99,2456.01,1694.99,1721.95,1383.98,2023.01
"TRIM59",212.27,172.6,233.66,123.36,92.71,142.72
"TRIM59-IFT80",14.06,5.67,0,4.63,0,0
"TRIM62",111,90,80,76,69,102
"TRIM65",1226,807,939,699,698,905
"TRIM66",306,203,164,177,142,215
"TRIM68",204,185,173,189,176,186
"TRIM69",173,185,180,114,112,107
"TRIM7",336.64,247.62,229.42,249.94,214.14,258.63
"TRIM73",53.56,21.52,24.03,19.43,9.29,17.35
"TRIM74",8.53,5.89,22.46,1.34,0,4.11
"TRIM8",1124.8,813.97,978.92,845.36,681.83,963.71
"TRIML2",28,28,37,97,92,118
"TRIO",5512.92,3947.99,4185.97,2560.94,2349,3456.96
"TRIOBP",1497.61,833,970,744,585,770
"TRIP10",3020,2156,2526.98,1497.97,1362.95,1816.98
"TRIP11",562.12,471.81,629.48,353.85,340.68,455.53
"TRIP12",2548,2039,2184,1517,1516,1994
"TRIP13",3599,3208,3477,1906,2028,2263
"TRIP4",373,266,286,175,181,208
"TRIP6",3862,2621,2935,2233,2133,2483
"TRIQK",418,377,395,298,292,365
"TRIR",2504,1736,1929,1399,1358,1579
"TRIT1",479,375,377,277,254,321
"TRMO",196,141,160,102,81,154
"TRMT1",1141,682,819,638,581,671
"TRMT10A",116,88,95,75,93,86
"TRMT10B",63,49,35,26.45,27,44
"TRMT10C",593,545,555,345,365,444
"TRMT11",238,201,253,192,178,210
"TRMT112",2190.97,1496.87,1847.77,1281.82,1224.02,1409.89
"TRMT12",186,151,167,111,114,175
"TRMT13",130.32,137.19,104.23,71.02,92.62,97.59
"TRMT1L",678.99,558,560.93,279,272,363
"TRMT2A",1787.05,1079.86,1316.54,911.22,813.83,981.8
"TRMT2B",908.86,659,686,466,426,563
"TRMT44",137,96,89,74,83,95
"TRMT5",233.22,181,204,128,143,172.48
"TRMT6",439,312,399,266,297,324
"TRMT61A",642.77,344.56,374.59,291.76,296.59,382.48
"TRMT61B",348.84,280.76,286,193.72,171.82,233
"TRMT9B",68,59,69,35,45,48
"TRMU",867,557,552,269,244,349
"TRNAU1AP",731,583,624,360,332,390
"TRNP1",521,317,315,129,135,177
"TRNT1",480.37,405.27,348.8,314.72,356.57,376.07
"TROAP",867,678,690,595,556,802.99
"TRPA1",12,9,10,0,0,0
"TRPC1",148,114,133,81,67,87
"TRPC3",2,6,3,4,3,7
"TRPC4AP",2784.78,2113.64,2436,1511,1421,1802.84
"TRPM2",149,102,80,86,86,100
"TRPM4",207,153,167,108,96,121
"TRPM5",7,2,5,0,1,2
"TRPM6",7,6,7,2,3,2
"TRPM7",1398.7,1246,1516.28,961,1009,1276
"TRPS1",490,494,535,316,306,423
"TRPT1",424.83,274.82,297.32,245.01,189.2,253.3
"TRPV1",294.1,200.52,173.67,70.51,66,82.24
"TRPV2",79,34,34,9,11.89,12
"TRRAP",2749.89,2240.96,2458.63,1999.78,1848.62,2721.59
"TRUB1",423,376,414,271,282,333
"TRUB2",2089.83,1548.65,1747.56,1506.59,1533.24,1820.03
"TSACC",9,11,11,3,3,5
"TSC1",1002,776,740,470,464,580
"TSC2",1417.3,1088.35,1237.86,910.33,722.76,993.11
"TSC22D1",2260.37,1620,2392,2195,2049,2685.77
"TSC22D2",756,551,616,349,333,463
"TSC22D3",1309.89,909,962,738,672,783
"TSC22D4",2366.65,1499,1774.16,1209,1084,1432
"TSEN15",522,466,493,282,334,352
"TSEN2",163,120,122,107,121,125
"TSEN34",1255.38,885.12,931,631.13,542.04,677.14
"TSEN54",999,753,737,589,561,589
"TSFM",944.53,665,783.85,619,537.79,670.36
"TSG101",1040,836,958,683,709,877
"TSGA10",16.1,19,13,7,5,6
"TSHR",3,12,8,3,3,3
"TSHZ1",351,318,394,311,279,383
"TSHZ2",768,730.66,878.76,508,452.01,647
"TSKU",2858,2095.9,2454.45,1336,1224.23,1590.65
"TSN",1872,1597,1832,1425,1422,1837
"TSNARE1",118,84,107,74,68,97
"TSNAX",661.53,594,641,355,390.36,456.44
"TSNAXIP1",8,8,11,1,12,11
"TSPAN1",82,80,71,21,28,25
"TSPAN10",82,47,57,16,30,21
"TSPAN11",4,0,3,0,4,3
"TSPAN12",271,227,289,219,197,255
"TSPAN13",470,370,503,156,165,161
"TSPAN14",608.69,513,596,302.39,258,346
"TSPAN15",10,4,12,0,0,1
"TSPAN17",724,480,512,392,370,427
"TSPAN2",3,3,4,3,5,4
"TSPAN3",2785,2127,2654,1587,1584,1977
"TSPAN31",267.54,217.48,254.78,190.02,171.26,216.93
"TSPAN33",69,58,62,100,81,107
"TSPAN4",2093,1149,1357,990,966,1220
"TSPAN5",1,4,6,1,2,0
"TSPAN8",221,140,186,71,75,76
"TSPAN9",201,142,124,247,209,253
"TSPO",3041,1771,2020,1440,1292,1454
"TSPYL1",1136.87,975.1,1035.37,856.2,736.55,939.17
"TSPYL2",1093,901,885,530,412,579
"TSPYL4",308.89,305.7,257,183.14,202.49,250.4
"TSR1",2349.75,1726.2,1802.22,1253.26,1284.76,1533.09
"TSR2",1375.66,922.09,1022.58,645.5,655.9,801.19
"TSR3",1015.12,618.57,688.59,540.74,526.66,563.53
"TSSC4",443,220,270,214,217,247
"TSSK3",62,59,45,38,38,28
"TSSK4",18,11,7,7,6,6
"TSSK6",49,28,24,21,21,32
"TST",642,432,506,358,334,363
"TSTD2",366.99,306.95,333.67,253.23,263.07,320.04
"TTBK2",393,353.19,467.52,268.69,284.14,388.5
"TTC1",950,732,832,438,499,542
"TTC12",53,36,43,30,36,50
"TTC13",313,235.93,298,248,246,252
"TTC14",520,458,362,324,328,429
"TTC16",16.14,11,12,5,0,7
"TTC17",1435,1119,1441,838,880,1112
"TTC19",671,524,609,577,511,680.07
"TTC21A",40.89,30.96,32.31,24.06,19.13,22.94
"TTC21B",302,257,278,195,195,270.97
"TTC23",512.84,397,353,379,335,425
"TTC23L",2.1,3.29,5,3,0,0
"TTC27",434,386,427,242,267,322
"TTC28",683.17,543.29,627.77,526.55,456,694.66
"TTC3",2889.07,2719.98,3384.89,2480.79,2593.22,3242.08
"TTC31",617,490,484,376,382,504
"TTC32",85.28,61.39,84.9,68.32,57.01,65.9
"TTC33",669,622,669,346,375,441
"TTC38",2825,2095,2180,1003,882,1124
"TTC39A",22,20,21,11,7,10
"TTC39B",44,43,39,53,25,45
"TTC39C",296.23,261.22,291.29,232.38,197,291.31
"TTC4",449,311,373,267,260,292
"TTC5",243,178,213,124,159,164
"TTC6",3,9,8,7,4,8
"TTC7A",2228.48,1711.3,1900.59,1125.36,1027.86,1271.33
"TTC7B",52,48,63,80,94,99
"TTC8",299,273,267,189,207,261
"TTC9",354,317,360,194,193,239
"TTC9C",1273,1031,1038,735,803,904
"TTF1",673,546,536,303,305,372
"TTF2",1048,858,869,877,817,1078
"TTI1",1611,1284,1482,824,810,998
"TTI2",500.33,410.08,387.11,173.94,186.29,211.29
"TTK",646,542,629,435,437,500
"TTL",2481,2068,2249,1809,1820,2224
"TTLL1",15.95,23,17,21,12,25
"TTLL11",71,61,48,63,66,83
"TTLL12",2994,2079,2369,1362,1256,1595
"TTLL13",1.21,1.58,3.69,0,0,3.73
"TTLL3",356,260,263.74,149.64,98.94,167.82
"TTLL4",772,575,598,473,468,627
"TTLL5",1079,955,1108.97,753.49,730.52,1023
"TTLL6",18,14,21,4,5,2
"TTLL7",447,387,428,143,152,226
"TTLL8",5,1,3,0,1,2
"TTN",80.33,85.38,109,66.36,63.61,77.02
"TTPA",6,9,11,3,8,9
"TTPAL",664,544,549,481,463,620
"TTYH1",4,7,2,2,0,2
"TTYH2",5.79,4,3,3,3,4
"TTYH3",9680,6605,7536,6274,5292,7349
"TUBA1A",2655.44,2311.99,2554.1,1621.51,1594.06,1791.38
"TUBA1B",34637.72,24365.18,29075.26,15958.33,16847.15,19495.25
"TUBA1C",10933.75,8231.05,9740.15,5456.32,5784.44,6773.23
"TUBA4A",4525.89,3295.86,3982.88,1802.93,1818.87,2206.8
"TUBA8",19.54,9.38,5.56,7.64,3.76,7.18
"TUBB",35089.84,27054.61,31105.07,18033.09,18405.06,21923.13
"TUBB1",13.12,10.06,5.04,1,2.01,3.02
"TUBB2A",1010.66,656.22,719.79,176.31,150.46,188.35
"TUBB2B",46.27,41.9,39.6,9.45,9.98,20.17
"TUBB3",3682.16,2512.36,2615.85,1105.94,1056.46,1250.66
"TUBB4B",13111.7,8591.19,9521.61,4168.22,4299.86,5043.82
"TUBB6",2198.64,1575.45,1840.73,1653.25,1625.75,1946.65
"TUBD1",191,130,161,76,85,98
"TUBE1",140,108,85,105,101,146
"TUBG1",4384.18,2880.11,3294.74,1876.97,1833.51,2326.72
"TUBG2",637.82,396.89,410.26,363.03,307.49,475.28
"TUBGCP2",1294.03,873.68,1002.66,779.97,719.36,877.39
"TUBGCP3",975.35,735.56,850.16,578.33,566.74,747.64
"TUBGCP4",991.69,847.85,996.13,764.05,741.23,958.81
"TUBGCP5",643,468,543,376,371,466
"TUBGCP6",1065.83,718.72,746.04,459.01,388.54,550.93
"TUFM",4592,3175,3620,2808,2837,3227
"TUFT1",982,811,907,723,689,803
"TUG1",2225.08,1930.9,2079.14,1498.17,1439.88,1860.04
"TULP1",6.1,1.15,4.63,4.12,4.17,5.63
"TULP3",918,823,1087,875,870,1133
"TULP4",228,171,180,138,140,220
"TUSC1",404,208,321,232,224,270
"TUSC2",609,380,398,261,262,318
"TUSC3",1158,865,978,369,358,453
"TUT1",656.9,481.44,437.08,316.21,272.52,316.93
"TUT4",1059,901,1188,641,658,850
"TUT7",436,354,392,300,297,389
"TVP23A",5,14.03,13,1,0,9
"TVP23B",641.82,535.01,605.72,343.82,331.32,410.95
"TVP23C",103.16,59.61,91.66,110.41,97.02,111.72
"TVP23C-CDRT4",221.02,163.56,55.47,82.7,138.66,80.19
"TWF1",2338.34,2297.2,2552.65,1601.92,1775.16,2131.95
"TWF2",1722,1185,1180.9,784,747,958
"TWIST1",164,122,145,90,128,118
"TWIST2",364,232,264,208,212,259
"TWNK",465.13,303.08,331.2,300.73,331,374.35
"TWSG1",350,308,328,261,246,301
"TXK",7,5,7,0,1,1
"TXLNA",2942,2210,2337,1814,1616,2067.21
"TXLNG",878.53,721.23,866,644.85,634.24,856
"TXN",5348,4145,4534,3348,3484,3964
"TXN2",1328,990,1060,681,648,776
"TXNDC11",1021.07,827.42,961.16,657.78,661.16,773
"TXNDC12",1077.92,841.61,942.17,603.78,633.16,727.18
"TXNDC15",518,432,457,334,360,356
"TXNDC16",170,154.89,157.4,156,159,176
"TXNDC17",1017.45,691.82,813.61,509.57,493.65,619.39
"TXNDC5",7436.81,5337.78,5967.91,4282.14,4509.77,5285
"TXNDC9",760,632,691,443,499,526
"TXNIP",3015,2281,2197,1344,1319,1631
"TXNL1",1023,794,829,543,573,673
"TXNL4A",1129,693,747,633,605,699
"TXNL4B",657.42,509,525.85,400.77,402.91,446
"TXNRD1",7668,6101,6751,5666,5429,6717
"TXNRD2",1159.9,824,901,747,707.95,830
"TXNRD3",197,157,168,189,172,210
"TYK2",1789,1321,1370,1125,891.84,1150
"TYMP",1809.75,1120.83,1323.37,574.52,485.02,575.42
"TYMS",3568.16,2976.07,3291.37,2653.48,2584.87,3158.6
"TYRO3",2623,1818,2095,1397,1348,1627
"TYRP1",6,11,11,3,7,4
"TYSND1",1324,816,840,706,631,798
"TYW1",573.98,519.58,537.99,461.75,475.94,529.4
"TYW1B",51.02,45.42,45.01,45.25,44.06,57.6
"TYW3",623,525,615,531,523,684
"TYW5",95,78.18,76.94,58.32,75,65
"U2AF1",889.65,680.45,704.61,329.56,302.51,709.66
"U2AF1L4",48.6,26.4,30.2,32.9,21.61,29.05
"U2AF2",5793,3851,4293,2700,2471,3274
"U2SURP",2986,2491,3051,2023,2150,2551
"UACA",988,793,928,430,412,520
"UAP1",2516,1979,2186,993,1087,1295
"UAP1L1",2813,1789,1888,1037,929,1194
"UBA1",16312,11370,12930,6021,5840,6965
"UBA2",3420,2987,3271,2328,2491,2939
"UBA3",598,535,575,361,434,467
"UBA5",920.19,679.19,769.76,555.46,529.52,641.1
"UBA52",9971,6815,7617,5801,5646,6398
"UBA6",819,713,837,542,646,682
"UBA7",4,3,5,5,4,3
"UBAC1",2498,1977,2171,1262,1302,1457
"UBAC2",1632,1277,1470,1130,1129,1269
"UBALD1",628,425,471,327,337,413
"UBALD2",602,374,493,449,426,471
"UBAP1",978,812.07,930,558.09,570.09,699
"UBAP1L",8,3,4,2,2,0
"UBAP2",778,668.26,722,491,458,619
"UBAP2L",4858,4261,4859,2399,2355,3069
"UBASH3A",6,4,6,1,0,2
"UBASH3B",992,473,548,190,160,271
"UBB",16155.94,12147.69,14253.12,9399.35,9787.02,9883.6
"UBC",12557,10984,11993,6676,6811,7631
"UBE2A",1698,1416,1659,997,997,1223
"UBE2B",795,774,826.98,529,538.88,767.97
"UBE2C",1537,1240,1411,1074,1117,1307
"UBE2D1",586,402,492,327,315,415
"UBE2D2",1294,983.33,1147.35,737.97,749.35,841.32
"UBE2D3",2885.45,2469.02,2948.37,1835.74,1842.5,2246.22
"UBE2D4",339.21,321.07,359.21,186.11,210.61,246.87
"UBE2E1",664.85,609.24,722.09,526.81,579.32,645.6
"UBE2E2",192,205,211,185,232,282
"UBE2E3",575,442,512,368,402,468
"UBE2F",308,238,277,197,167,211
"UBE2G1",1323,963,1256,752,717,902
"UBE2G2",1186,978,986,774,759,1019
"UBE2H",2524,2105,2337,1690,1609,2141
"UBE2I",2618.71,2021.55,2257.24,1469.38,1419.42,1878.39
"UBE2J1",638,535,663,498,495,581
"UBE2J2",1114,739,849,642,582,714
"UBE2K",1229,1060,1305,813,841,923
"UBE2L3",1940,1641.05,1769.85,1114.97,1091,1294.94
"UBE2M",2038,1442,1648,1227,1113,1407
"UBE2N",1300.21,1018.66,1154.1,835.53,848.5,983
"UBE2O",1610,1040,1135,796,612.9,841
"UBE2Q1",1884,1415,1633,916,917,1093
"UBE2Q2",284,219,242,181,188,225
"UBE2R2",1065,881,1020,651,539,752
"UBE2S",2028.43,1269.7,1524.64,1069.35,1013.8,1194.23
"UBE2T",1470,1238,1451,748,830,878
"UBE2V1",2542.9,2193.14,2420.31,1813.62,1791.6,2461.69
"UBE2V2",1039,864,983,462,460,531
"UBE2W",272.32,248.34,290.7,191.89,197.32,229.89
"UBE2Z",3049,2392,2631,1921,1787,2249
"UBE3A",1608,1330,1509,1101,1088,1455
"UBE3B",1003,798,904,590,546,709
"UBE3C",3292,2561,2864,1951,1878,2377
"UBE3D",66,55,71,45,53,56
"UBE4A",1021,891,939,617,625,812
"UBE4B",2941,2605,2998,2041,1945,2582
"UBFD1",1580,1195.99,1270,821,771,1019.99
"UBIAD1",417,257,313,344,317,348
"UBL3",519,363,460.9,284,270,370
"UBL4A",2271,1707,1588,1263,1252,1448
"UBL5",1061,727,859,564,570,614
"UBL7",982,694,837,586,694,748
"UBLCP1",340,307,305,260,304,375
"UBN1",2112,1649,1691,1546,1422,1943
"UBN2",449,431,407,325,295,469
"UBOX5",96.08,66,78.94,63.08,49.11,73
"UBP1",978,765,907,700,767,919
"UBQLN1",3833,2779,3198,2094,2146,2698
"UBQLN2",2023,1627,1801,797,882,1020
"UBQLN4",2080.68,1655.48,1816.89,1070.86,1021.39,1210.38
"UBR1",699,556,603,382,399,494
"UBR2",788,667,724,419,432,530
"UBR3",650,505,536,347,327,370
"UBR4",8538.71,6475.66,7562.92,4387.93,3820.73,6019.76
"UBR5",2898.97,2388.83,2677.38,1895.52,1717.22,2404.6
"UBR7",1940,1627,1869,1323,1269,1527
"UBTD1",197,133,134,140,144,138
"UBTD2",576,494,513,362,335,448
"UBTF",2555.46,1966.97,2212,1930.45,1808.25,2342.5
"UBXN1",1499,1059.01,1195,1130,998,1205
"UBXN11",747.21,523.13,547.16,401.09,370.1,427.03
"UBXN2A",421,339.77,371.09,238.42,299.88,351
"UBXN2B",409,377.98,399.97,199,191,226.97
"UBXN4",1747,1505,1889,1133,1175,1467
"UBXN6",1559,1108,1268,1101,1042,1325
"UBXN7",1129.96,978,1196.99,776,791.99,965.99
"UBXN8",128,121,147,71,75,84
"UCHL3",695.85,536.55,588.45,491.51,592.04,611.93
"UCHL5",1541,1311,1547,772,807,1007
"UCK1",1303,869,887,697,694,810
"UCK2",3589.95,2686.74,2958.83,1741.04,1623.55,2083.64
"UCKL1",755.69,588.64,614.94,640.81,597.93,748.86
"UCN",11.04,12.48,13.31,5.91,8.13,10.44
"UCN2",264,147,213,51,51,59
"UCP2",3010,2553,2923,2553,2445,2713
"UCP3",12,16,27,12,8,16
"UEVLD",362,287,316,191,210,275
"UFC1",1124.68,898.68,1098.64,554.24,554.8,667.17
"UFD1",944,663,802.72,468,505,549.56
"UFL1",540,487,489,296,332,428
"UFM1",760.9,695.87,871.61,637.8,598.83,722.7
"UFSP1",29,17,10,19,13,18
"UFSP2",93.75,88.02,112.38,86.99,95.18,113.64
"UGCG",324,313,412,334,322,418
"UGDH",2976,2720,2992,1857,1753,2320
"UGGT1",3534,3023,3600,2282,2346,2895
"UGGT2",477,396,490,326,332,401
"UGP2",1916.33,1506.54,1677.11,1116.45,1159.83,1371.47
"UGT1A6",4.81,4.17,6,2,0,0
"UHMK1",2291,1900,1887,1001,1022,1364
"UHRF1",5192.96,3602.97,3862.3,2995.61,2538.24,3285.18
"UHRF2",555.95,388,504,460,422,578
"UIMC1",481,383,394,303,292,412
"ULBP1",126.93,93,105.01,46.95,47,77.58
"ULBP2",225.74,144.85,161.31,33.32,51.82,50.46
"ULBP3",154.87,111.34,120.03,83.39,85.64,93.68
"ULK1",5357,3860,4463,2503,2074,2834
"ULK2",353,366,443,151,148,164
"ULK3",998,713,746,588,547,667
"ULK4",88,77,100,64,62,71
"UMAD1",395.88,353.45,439.44,322.82,291.08,377.44
"UMPS",1452,1144,1158,697,669,792
"UNC119",732,617,617,343,362,386
"UNC119B",919.56,649.3,616.93,463.37,398.19,570.56
"UNC13A",37,18,15,14,11,11
"UNC13B",671.92,633.94,698.9,525,493.92,605
"UNC13D",4179,3094,3419,2686,2440,3133
"UNC45A",3465.96,2515.45,2412.14,1347.87,1174.89,1386.57
"UNC50",605,420,481,328,298,374
"UNC5B",180,131,151,28,26,45
"UNC5C",3,1,3,0,2,1
"UNC79",1,2,4,3,3,1
"UNC93B1",758.99,435,487.96,310.96,291.92,392.04
"UNG",3180.33,2384.62,2563.8,2058.91,1880.83,2431.65
"UNK",488.83,374.95,447.96,341.95,282,409.9
"UNKL",1095.5,746.02,702.28,364.97,278.8,389.46
"UPF1",3611,2368,2028,1766,1543,2071
"UPF2",661,634,658,504,513,688
"UPF3A",668.69,511.59,596.9,495.15,491.59,563.24
"UPF3B",873.99,767,948,623,642,834
"UPK1B",6,3,8,0,0,1
"UPK3B",38,28.69,36.67,86.72,74.14,103.4
"UPK3BL1",296.13,229.01,227.85,206.22,125.64,111.1
"UPK3BL2",145.14,82.11,95.44,101.42,88.75,122.86
"UPP1",625,362,422,276,280,292
"UPRT",136,130,136,99,81,94
"UQCC1",668,557,398,360,322,390
"UQCC2",558.2,370.85,492.69,397.57,326.44,428.05
"UQCC3",323.71,211.27,188.07,189.67,161.66,201.93
"UQCC4",224,145,163,131,93,135
"UQCC5",209.14,146.36,148.33,101.34,72.13,77.6
"UQCC6",237.84,162.96,162.75,136.73,145.67,139.63
"UQCR10",908.21,610.54,699.9,414.89,457.14,496.09
"UQCR11",1088.71,653.71,674.74,504.51,482.56,533.5
"UQCRB",1877.83,1839.72,2106.87,1418.9,1556.83,1685.88
"UQCRC1",8563,5994,6777,4381,4152,4889
